Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date,Revenue_per_Unit,Cluster
ORD351,CUS8425,B2C,Gerolsteiner,Water,1.07,11,0.0,11.77,Rheinland-Pfalz,2023-05-14,1.07,0
ORD351,CUS8425,B2C,Sauvignon Blanc,Alcoholic Beverages,9.09,10,0.0,90.9,Rheinland-Pfalz,2023-05-14,9.09,0
ORD352,CUS7475,B2C,Granini Apple,Juices,1.59,2,0.0,3.18,Niedersachsen,2021-12-30,1.59,0
ORD352,CUS7475,B2C,Vittel,Water,0.56,12,0.0,6.72,Niedersachsen,2021-12-30,0.5599999999999999,0
ORD352,CUS7475,B2C,Rauch Multivitamin,Juices,2.31,2,0.0,4.62,Niedersachsen,2021-12-30,2.31,0
ORD352,CUS7475,B2C,Cranberry Juice,Juices,3.46,15,0.0,51.9,Niedersachsen,2021-12-30,3.46,0
ORD352,CUS7475,B2C,Mango Juice,Juices,3.12,12,0.0,37.44,Niedersachsen,2021-12-30,3.1199999999999997,0
ORD353,CUS7685,B2C,Sprite,Soft Drinks,0.56,13,0.0,7.28,Berlin,2023-06-12,0.56,0
ORD353,CUS7685,B2C,Tanqueray,Alcoholic Beverages,35.65,14,0.0,499.1,Berlin,2023-06-12,35.65,1
ORD353,CUS7685,B2C,Coca-Cola,Soft Drinks,1.21,14,0.0,16.94,Berlin,2023-06-12,1.2100000000000002,0
ORD354,CUS3506,B2C,Merlot,Alcoholic Beverages,4.22,15,0.0,63.3,Thüringen,2021-02-10,4.22,0
ORD354,CUS3506,B2C,Passion Fruit Juice,Juices,2.93,10,0.0,29.3,Thüringen,2021-02-10,2.93,0
ORD355,CUS9482,B2C,Beck's,Alcoholic Beverages,1.51,11,0.0,16.61,Nordrhein-Westfalen,2022-08-25,1.51,0
ORD355,CUS9482,B2C,Vio Wasser,Water,1.66,12,0.0,19.92,Nordrhein-Westfalen,2022-08-25,1.6600000000000001,0
ORD355,CUS9482,B2C,Fritz-Kola,Soft Drinks,2.05,10,0.0,20.5,Nordrhein-Westfalen,2022-08-25,2.05,0
ORD355,CUS9482,B2C,Mango Juice,Juices,3.21,15,0.0,48.15,Nordrhein-Westfalen,2022-08-25,3.21,0
ORD355,CUS9482,B2C,Cranberry Juice,Juices,3.56,4,0.0,14.24,Nordrhein-Westfalen,2022-08-25,3.56,0
ORD356,CUS4784,B2C,Sprite,Soft Drinks,0.55,11,0.0,6.05,Brandenburg,2022-02-22,0.5499999999999999,0
ORD356,CUS4784,B2C,Merlot,Alcoholic Beverages,4.35,6,0.0,26.1,Brandenburg,2022-02-22,4.3500000000000005,0
ORD356,CUS4784,B2C,Augustiner,Alcoholic Beverages,1.12,11,0.0,12.32,Brandenburg,2022-02-22,1.12,0
ORD356,CUS4784,B2C,Krombacher,Alcoholic Beverages,1.59,15,0.0,23.85,Brandenburg,2022-02-22,1.59,0
ORD357,CUS2341,B2B,Volvic Touch,Water,0.6,34,0.05,19.38,Thüringen,2022-02-11,0.57,0
ORD357,CUS2341,B2B,Granini Apple,Juices,1.16,35,0.05,38.57,Thüringen,2022-02-11,1.102,0
ORD357,CUS2341,B2B,Tomato Juice,Juices,3.04,49,0.1,134.06,Thüringen,2022-02-11,2.735918367346939,0
ORD357,CUS2341,B2B,Volvic,Water,0.87,80,0.1,62.64,Thüringen,2022-02-11,0.783,0
ORD358,CUS4016,B2C,Mountain Dew,Soft Drinks,0.93,14,0.0,13.02,Mecklenburg-Vorpommern,2021-11-24,0.9299999999999999,0
ORD359,CUS5165,B2C,Riesling,Alcoholic Beverages,4.19,13,0.0,54.47,Schleswig-Holstein,2022-04-25,4.1899999999999995,0
ORD359,CUS5165,B2C,Tomato Juice,Juices,3.33,4,0.0,13.32,Schleswig-Holstein,2022-04-25,3.33,0
ORD359,CUS5165,B2C,Granini Apple,Juices,1.64,2,0.0,3.28,Schleswig-Holstein,2022-04-25,1.64,0
ORD359,CUS5165,B2C,Fanta,Soft Drinks,1.19,8,0.0,9.52,Schleswig-Holstein,2022-04-25,1.19,0
ORD359,CUS5165,B2C,Red Bull,Soft Drinks,2.28,9,0.0,20.52,Schleswig-Holstein,2022-04-25,2.28,0
ORD360,CUS8162,B2B,Pepsi,Soft Drinks,0.64,27,0.05,16.42,Bremen,2022-09-19,0.6081481481481482,0
ORD361,CUS6017,B2C,Rockstar,Soft Drinks,2.27,12,0.0,27.24,Berlin,2022-05-01,2.27,0
ORD361,CUS6017,B2C,Fanta,Soft Drinks,1.19,10,0.0,11.9,Berlin,2022-05-01,1.19,0
ORD361,CUS6017,B2C,Cranberry Juice,Juices,3.56,15,0.0,53.4,Berlin,2022-05-01,3.56,0
ORD362,CUS3216,B2B,Riesling,Alcoholic Beverages,6.71,50,0.1,301.95,Sachsen,2023-01-02,6.039,0
ORD362,CUS3216,B2B,Club Mate,Soft Drinks,2.0,37,0.1,66.6,Sachsen,2023-01-02,1.7999999999999998,0
ORD363,CUS5229,B2C,Cranberry Juice,Juices,3.67,1,0.0,3.67,Niedersachsen,2023-11-06,3.67,0
ORD364,CUS7055,B2C,Granini Apple,Juices,1.59,3,0.0,4.77,Bayern,2021-05-01,1.5899999999999999,0
ORD364,CUS7055,B2C,Riesling,Alcoholic Beverages,4.07,8,0.0,32.56,Bayern,2021-05-01,4.07,0
ORD364,CUS7055,B2C,Pepsi,Soft Drinks,1.49,11,0.0,16.39,Bayern,2021-05-01,1.49,0
ORD364,CUS7055,B2C,Gerolsteiner,Water,1.01,13,0.0,13.13,Bayern,2021-05-01,1.01,0
ORD364,CUS7055,B2C,Havana Club,Alcoholic Beverages,12.58,4,0.0,50.32,Bayern,2021-05-01,12.58,0
ORD365,CUS9026,B2C,Hohes C Orange,Juices,1.86,7,0.0,13.02,Hessen,2023-05-19,1.8599999999999999,0
ORD366,CUS9396,B2C,Vittel,Water,0.56,7,0.0,3.92,Schleswig-Holstein,2021-09-15,0.5599999999999999,0
ORD366,CUS9396,B2C,Cranberry Juice,Juices,3.46,3,0.0,10.38,Schleswig-Holstein,2021-09-15,3.4600000000000004,0
ORD366,CUS9396,B2C,Granini Apple,Juices,1.59,15,0.0,23.85,Schleswig-Holstein,2021-09-15,1.59,0
ORD366,CUS9396,B2C,Evian,Water,1.23,6,0.0,7.38,Schleswig-Holstein,2021-09-15,1.23,0
ORD366,CUS9396,B2C,Mango Juice,Juices,3.12,14,0.0,43.68,Schleswig-Holstein,2021-09-15,3.12,0
ORD367,CUS1175,B2C,Vittel,Water,0.58,8,0.0,4.64,Brandenburg,2022-01-16,0.58,0
ORD368,CUS8435,B2B,Merlot,Alcoholic Beverages,8.57,70,0.1,539.91,Brandenburg,2021-10-31,7.712999999999999,0
ORD368,CUS8435,B2B,Fritz-Kola,Soft Drinks,1.92,80,0.05,145.92,Brandenburg,2021-10-31,1.8239999999999998,0
ORD368,CUS8435,B2B,Vittel,Water,0.42,27,0.05,10.77,Brandenburg,2021-10-31,0.39888888888888885,0
ORD369,CUS7118,B2C,Tanqueray,Alcoholic Beverages,35.65,7,0.0,249.55,Sachsen,2023-07-06,35.65,1
ORD369,CUS7118,B2C,Rauch Multivitamin,Juices,2.45,8,0.0,19.6,Sachsen,2023-07-06,2.45,0
ORD369,CUS7118,B2C,Rockstar,Soft Drinks,2.34,10,0.0,23.4,Sachsen,2023-07-06,2.34,0
ORD369,CUS7118,B2C,Augustiner,Alcoholic Beverages,1.16,4,0.0,4.64,Sachsen,2023-07-06,1.16,0
ORD369,CUS7118,B2C,Pepsi,Soft Drinks,1.74,9,0.0,15.66,Sachsen,2023-07-06,1.74,0
ORD370,CUS277,B2C,Fanta,Soft Drinks,1.23,8,0.0,9.84,Niedersachsen,2023-08-18,1.23,0
ORD370,CUS277,B2C,Hohes C Orange,Juices,1.86,3,0.0,5.58,Niedersachsen,2023-08-18,1.86,0
ORD370,CUS277,B2C,Coca-Cola,Soft Drinks,1.21,9,0.0,10.89,Niedersachsen,2023-08-18,1.21,0
ORD370,CUS277,B2C,Apollinaris,Water,0.99,14,0.0,13.86,Niedersachsen,2023-08-18,0.99,0
ORD371,CUS8509,B2B,Selters,Water,0.44,14,0.05,5.85,Niedersachsen,2021-06-08,0.4178571428571428,0
ORD371,CUS8509,B2B,Krombacher,Alcoholic Beverages,1.61,76,0.1,110.12,Niedersachsen,2021-06-08,1.4489473684210528,0
ORD371,CUS8509,B2B,Club Mate,Soft Drinks,1.93,4,0.05,7.33,Niedersachsen,2021-06-08,1.8325,0
ORD371,CUS8509,B2B,Hohes C Orange,Juices,1.16,31,0.05,34.16,Niedersachsen,2021-06-08,1.1019354838709676,0
ORD372,CUS5965,B2C,Cranberry Juice,Juices,3.56,7,0.0,24.92,Hessen,2022-01-26,3.56,0
ORD372,CUS5965,B2C,Gerolsteiner,Water,1.04,13,0.0,13.52,Hessen,2022-01-26,1.04,0
ORD372,CUS5965,B2C,Coca-Cola,Soft Drinks,1.07,2,0.0,2.14,Hessen,2022-01-26,1.07,0
ORD372,CUS5965,B2C,Tomato Juice,Juices,3.33,9,0.0,29.97,Hessen,2022-01-26,3.33,0
ORD373,CUS2846,B2B,Red Bull,Soft Drinks,4.29,78,0.1,301.16,Sachsen,2023-08-26,3.861025641025641,0
ORD373,CUS2846,B2B,Erdinger Weißbier,Alcoholic Beverages,3.03,92,0.15,236.95,Sachsen,2023-08-26,2.5755434782608693,0
ORD373,CUS2846,B2B,Hohes C Orange,Juices,3.48,16,0.15,47.33,Sachsen,2023-08-26,2.958125,0
ORD373,CUS2846,B2B,Tomato Juice,Juices,2.3,16,0.05,34.96,Sachsen,2023-08-26,2.185,0
ORD374,CUS8367,B2C,Mezzo Mix,Soft Drinks,0.63,6,0.0,3.78,Nordrhein-Westfalen,2023-07-13,0.63,0
ORD374,CUS8367,B2C,Gerolsteiner,Water,1.07,3,0.0,3.21,Nordrhein-Westfalen,2023-07-13,1.07,0
ORD374,CUS8367,B2C,Riesling,Alcoholic Beverages,4.32,4,0.0,17.28,Nordrhein-Westfalen,2023-07-13,4.32,0
ORD374,CUS8367,B2C,Evian,Water,1.31,14,0.0,18.34,Nordrhein-Westfalen,2023-07-13,1.31,0
ORD375,CUS3362,B2C,Apollinaris,Water,0.99,14,0.0,13.86,Hessen,2023-02-15,0.99,0
ORD375,CUS3362,B2C,Cranberry Juice,Juices,3.67,5,0.0,18.35,Hessen,2023-02-15,3.6700000000000004,0
ORD376,CUS1191,B2C,Fanta,Soft Drinks,1.19,13,0.0,15.47,Sachsen,2022-03-08,1.19,0
ORD376,CUS1191,B2C,Passion Fruit Juice,Juices,3.02,14,0.0,42.28,Sachsen,2022-03-08,3.02,0
ORD377,CUS3449,B2C,Vittel,Water,0.56,13,0.0,7.28,Saarland,2021-09-15,0.56,0
ORD377,CUS3449,B2C,Rauch Multivitamin,Juices,2.31,3,0.0,6.93,Saarland,2021-09-15,2.31,0
ORD378,CUS6580,B2B,Passion Fruit Juice,Juices,2.59,2,0.05,4.92,Bremen,2023-02-06,2.46,0
ORD378,CUS6580,B2B,Hohes C Orange,Juices,1.75,23,0.05,38.24,Bremen,2023-02-06,1.662608695652174,0
ORD379,CUS1847,B2C,Mountain Dew,Soft Drinks,0.96,5,0.0,4.8,Mecklenburg-Vorpommern,2022-03-25,0.96,0
ORD379,CUS1847,B2C,Kölsch,Alcoholic Beverages,0.96,10,0.0,9.6,Mecklenburg-Vorpommern,2022-03-25,0.96,0
ORD380,CUS9522,B2C,Riesling,Alcoholic Beverages,4.32,14,0.0,60.48,Rheinland-Pfalz,2023-02-12,4.319999999999999,0
ORD380,CUS9522,B2C,Vio Wasser,Water,1.71,12,0.0,20.52,Rheinland-Pfalz,2023-02-12,1.71,0
ORD380,CUS9522,B2C,Vittel,Water,0.59,5,0.0,2.95,Rheinland-Pfalz,2023-02-12,0.5900000000000001,0
ORD380,CUS9522,B2C,Mountain Dew,Soft Drinks,0.99,1,0.0,0.99,Rheinland-Pfalz,2023-02-12,0.99,0
ORD380,CUS9522,B2C,San Pellegrino,Water,0.91,6,0.0,5.46,Rheinland-Pfalz,2023-02-12,0.91,0
ORD381,CUS6073,B2C,Volvic Touch,Water,1.38,6,0.0,8.28,Brandenburg,2021-07-17,1.38,0
ORD382,CUS174,B2C,Monster,Soft Drinks,3.21,9,0.0,28.89,Sachsen-Anhalt,2022-06-26,3.21,0
ORD382,CUS174,B2C,Fanta,Soft Drinks,1.19,15,0.0,17.85,Sachsen-Anhalt,2022-06-26,1.1900000000000002,0
ORD382,CUS174,B2C,Chardonnay,Alcoholic Beverages,4.88,10,0.0,48.8,Sachsen-Anhalt,2022-06-26,4.88,0
ORD383,CUS7400,B2B,Red Bull,Soft Drinks,3.28,99,0.1,292.25,Schleswig-Holstein,2022-07-18,2.952020202020202,0
ORD383,CUS7400,B2B,Mezzo Mix,Soft Drinks,1.37,83,0.15,96.65,Schleswig-Holstein,2022-07-18,1.1644578313253013,0
ORD383,CUS7400,B2B,Schwip Schwap,Soft Drinks,0.71,11,0.1,7.03,Schleswig-Holstein,2022-07-18,0.6390909090909092,0
ORD383,CUS7400,B2B,Hohes C Orange,Juices,1.54,66,0.1,91.48,Schleswig-Holstein,2022-07-18,1.3860606060606062,0
ORD384,CUS2703,B2C,Kölsch,Alcoholic Beverages,0.93,11,0.0,10.23,Bayern,2021-12-28,0.93,0
ORD384,CUS2703,B2C,Sprite,Soft Drinks,0.53,14,0.0,7.42,Bayern,2021-12-28,0.53,0
ORD385,CUS9910,B2C,Tomato Juice,Juices,3.43,6,0.0,20.58,Schleswig-Holstein,2023-09-25,3.4299999999999997,0
ORD385,CUS9910,B2C,Vio Wasser,Water,1.71,3,0.0,5.13,Schleswig-Holstein,2023-09-25,1.71,0
ORD385,CUS9910,B2C,Granini Apple,Juices,1.69,13,0.0,21.97,Schleswig-Holstein,2023-09-25,1.69,0
ORD385,CUS9910,B2C,Club Mate,Soft Drinks,2.26,11,0.0,24.86,Schleswig-Holstein,2023-09-25,2.26,0
ORD386,CUS129,B2C,Hohes C Orange,Juices,1.75,14,0.0,24.5,Bremen,2021-01-28,1.75,0
ORD386,CUS129,B2C,Chardonnay,Alcoholic Beverages,4.74,7,0.0,33.18,Bremen,2021-01-28,4.74,0
ORD386,CUS129,B2C,Pepsi,Soft Drinks,1.49,4,0.0,5.96,Bremen,2021-01-28,1.49,0
ORD386,CUS129,B2C,Beck's,Alcoholic Beverages,1.33,1,0.0,1.33,Bremen,2021-01-28,1.33,0
ORD387,CUS9786,B2C,Schwip Schwap,Soft Drinks,1.24,7,0.0,8.68,Sachsen,2022-08-27,1.24,0
ORD387,CUS9786,B2C,Monster,Soft Drinks,3.21,10,0.0,32.1,Sachsen,2022-08-27,3.21,0
ORD387,CUS9786,B2C,Mango Juice,Juices,3.21,10,0.0,32.1,Sachsen,2022-08-27,3.21,0
ORD387,CUS9786,B2C,Pepsi,Soft Drinks,1.68,5,0.0,8.4,Sachsen,2022-08-27,1.6800000000000002,0
ORD387,CUS9786,B2C,Tanqueray,Alcoholic Beverages,34.61,14,0.0,484.54,Sachsen,2022-08-27,34.61,1
ORD388,CUS9090,B2C,Merlot,Alcoholic Beverages,4.48,14,0.0,62.72,Baden-Württemberg,2023-01-13,4.4799999999999995,0
ORD389,CUS818,B2C,Cranberry Juice,Juices,3.46,1,0.0,3.46,Hamburg,2021-02-03,3.46,0
ORD389,CUS818,B2C,Mango Juice,Juices,3.12,3,0.0,9.36,Hamburg,2021-02-03,3.1199999999999997,0
ORD390,CUS8281,B2C,Gerolsteiner,Water,1.04,4,0.0,4.16,Sachsen-Anhalt,2022-04-18,1.04,0
ORD390,CUS8281,B2C,Red Bull,Soft Drinks,2.28,13,0.0,29.64,Sachsen-Anhalt,2022-04-18,2.2800000000000002,0
ORD391,CUS1427,B2C,Volvic,Water,0.55,11,0.0,6.05,Thüringen,2021-08-07,0.5499999999999999,0
ORD391,CUS1427,B2C,Hohes C Orange,Juices,1.75,3,0.0,5.25,Thüringen,2021-08-07,1.75,0
ORD391,CUS1427,B2C,Sprite,Soft Drinks,0.53,4,0.0,2.12,Thüringen,2021-08-07,0.53,0
ORD391,CUS1427,B2C,Coca-Cola,Soft Drinks,1.14,2,0.0,2.28,Thüringen,2021-08-07,1.14,0
ORD391,CUS1427,B2C,Monster,Soft Drinks,3.12,14,0.0,43.68,Thüringen,2021-08-07,3.12,0
ORD392,CUS4362,B2C,Volvic Touch,Water,1.38,5,0.0,6.9,Sachsen-Anhalt,2021-01-22,1.3800000000000001,0
ORD392,CUS4362,B2C,Granini Apple,Juices,1.59,13,0.0,20.67,Sachsen-Anhalt,2021-01-22,1.59,0
ORD393,CUS3596,B2B,Fritz-Kola,Soft Drinks,2.14,32,0.05,65.06,Hamburg,2021-02-03,2.033125,0
ORD393,CUS3596,B2B,Volvic,Water,0.62,82,0.1,45.76,Hamburg,2021-02-03,0.5580487804878048,0
ORD394,CUS9407,B2C,Granini Apple,Juices,1.59,10,0.0,15.9,Brandenburg,2021-08-06,1.59,0
ORD394,CUS9407,B2C,Sauvignon Blanc,Alcoholic Beverages,8.57,5,0.0,42.85,Brandenburg,2021-08-06,8.57,0
ORD394,CUS9407,B2C,Volvic,Water,0.55,6,0.0,3.3,Brandenburg,2021-08-06,0.5499999999999999,0
ORD394,CUS9407,B2C,Volvic Touch,Water,1.38,14,0.0,19.32,Brandenburg,2021-08-06,1.3800000000000001,0
ORD394,CUS9407,B2C,Mezzo Mix,Soft Drinks,0.59,1,0.0,0.59,Brandenburg,2021-08-06,0.59,0
ORD395,CUS518,B2B,Club Mate,Soft Drinks,2.1,60,0.1,113.4,Schleswig-Holstein,2023-06-18,1.8900000000000001,0
ORD395,CUS518,B2B,Apollinaris,Water,0.58,99,0.1,51.68,Schleswig-Holstein,2023-06-18,0.522020202020202,0
ORD395,CUS518,B2B,Rockstar,Soft Drinks,3.12,62,0.15,164.42,Schleswig-Holstein,2023-06-18,2.6519354838709677,0
ORD396,CUS6680,B2C,Tanqueray,Alcoholic Beverages,34.61,2,0.0,69.22,Sachsen,2022-06-20,34.61,1
ORD396,CUS6680,B2C,Granini Apple,Juices,1.64,11,0.0,18.04,Sachsen,2022-06-20,1.64,0
ORD396,CUS6680,B2C,Tomato Juice,Juices,3.33,13,0.0,43.29,Sachsen,2022-06-20,3.33,0
ORD397,CUS6804,B2B,San Pellegrino,Water,1.27,90,0.15,97.16,Hessen,2021-05-06,1.0795555555555556,0
ORD397,CUS6804,B2B,Apollinaris,Water,1.13,24,0.05,25.76,Hessen,2021-05-06,1.0733333333333335,0
ORD398,CUS4539,B2C,Sauvignon Blanc,Alcoholic Beverages,8.83,15,0.0,132.45,Hamburg,2022-01-18,8.83,0
ORD398,CUS4539,B2C,Rockstar,Soft Drinks,2.27,6,0.0,13.62,Hamburg,2022-01-18,2.27,0
ORD398,CUS4539,B2C,Hohes C Orange,Juices,1.8,9,0.0,16.2,Hamburg,2022-01-18,1.7999999999999998,0
ORD398,CUS4539,B2C,Cranberry Juice,Juices,3.56,14,0.0,49.84,Hamburg,2022-01-18,3.56,0
ORD398,CUS4539,B2C,Mango Juice,Juices,3.21,1,0.0,3.21,Hamburg,2022-01-18,3.21,0
ORD399,CUS3332,B2C,Schwip Schwap,Soft Drinks,1.24,4,0.0,4.96,Mecklenburg-Vorpommern,2022-04-01,1.24,0
ORD399,CUS3332,B2C,Granini Apple,Juices,1.64,9,0.0,14.76,Mecklenburg-Vorpommern,2022-04-01,1.64,0
ORD399,CUS3332,B2C,Gerolsteiner,Water,1.04,9,0.0,9.36,Mecklenburg-Vorpommern,2022-04-01,1.04,0
ORD399,CUS3332,B2C,Mango Juice,Juices,3.21,14,0.0,44.94,Mecklenburg-Vorpommern,2022-04-01,3.21,0
ORD400,CUS1458,B2C,Schwip Schwap,Soft Drinks,1.27,12,0.0,15.24,Sachsen,2023-03-07,1.27,0
ORD400,CUS1458,B2C,Apollinaris,Water,0.99,12,0.0,11.88,Sachsen,2023-03-07,0.9900000000000001,0
ORD400,CUS1458,B2C,Tanqueray,Alcoholic Beverages,35.65,12,0.0,427.8,Sachsen,2023-03-07,35.65,1
ORD401,CUS8974,B2C,Rauch Multivitamin,Juices,2.38,14,0.0,33.32,Mecklenburg-Vorpommern,2022-07-06,2.38,0
ORD401,CUS8974,B2C,Chardonnay,Alcoholic Beverages,4.88,13,0.0,63.44,Mecklenburg-Vorpommern,2022-07-06,4.88,0
ORD401,CUS8974,B2C,Cranberry Juice,Juices,3.56,15,0.0,53.4,Mecklenburg-Vorpommern,2022-07-06,3.56,0
ORD401,CUS8974,B2C,Mango Juice,Juices,3.21,10,0.0,32.1,Mecklenburg-Vorpommern,2022-07-06,3.21,0
ORD402,CUS5214,B2C,Selters,Water,0.49,13,0.0,6.37,Bayern,2023-12-10,0.49,0
ORD402,CUS5214,B2C,Warsteiner,Alcoholic Beverages,1.08,4,0.0,4.32,Bayern,2023-12-10,1.08,0
ORD402,CUS5214,B2C,Beck's,Alcoholic Beverages,1.41,9,0.0,12.69,Bayern,2023-12-10,1.41,0
ORD402,CUS5214,B2C,Granini Apple,Juices,1.69,12,0.0,20.28,Bayern,2023-12-10,1.6900000000000002,0
ORD402,CUS5214,B2C,San Pellegrino,Water,0.91,2,0.0,1.82,Bayern,2023-12-10,0.91,0
ORD403,CUS1486,B2C,Apollinaris,Water,0.93,11,0.0,10.23,Rheinland-Pfalz,2021-03-13,0.93,0
ORD404,CUS6235,B2C,Tanqueray,Alcoholic Beverages,34.61,5,0.0,173.05,Sachsen,2022-09-29,34.61,1
ORD404,CUS6235,B2C,Vio Wasser,Water,1.66,1,0.0,1.66,Sachsen,2022-09-29,1.66,0
ORD404,CUS6235,B2C,Riesling,Alcoholic Beverages,4.19,14,0.0,58.66,Sachsen,2022-09-29,4.1899999999999995,0
ORD405,CUS9348,B2B,Gerolsteiner,Water,0.52,64,0.05,31.62,Hessen,2022-12-02,0.4940625,0
ORD405,CUS9348,B2B,Rauch Multivitamin,Juices,2.08,20,0.05,39.52,Hessen,2022-12-02,1.9760000000000002,0
ORD405,CUS9348,B2B,Bacardi,Alcoholic Beverages,35.49,33,0.15,995.49,Hessen,2022-12-02,30.166363636363638,1
ORD405,CUS9348,B2B,Mango Juice,Juices,3.15,91,0.1,257.98,Hessen,2022-12-02,2.834945054945055,0
ORD406,CUS3409,B2B,Club Mate,Soft Drinks,1.91,38,0.1,65.32,Saarland,2022-03-27,1.7189473684210526,0
ORD407,CUS5589,B2C,Hohes C Orange,Juices,1.8,5,0.0,9.0,Sachsen,2022-09-02,1.8,0
ORD407,CUS5589,B2C,Bacardi,Alcoholic Beverages,13.84,13,0.0,179.92,Sachsen,2022-09-02,13.84,0
ORD407,CUS5589,B2C,Rockstar,Soft Drinks,2.27,11,0.0,24.97,Sachsen,2022-09-02,2.27,0
ORD407,CUS5589,B2C,Jever,Alcoholic Beverages,1.94,2,0.0,3.88,Sachsen,2022-09-02,1.94,0
ORD407,CUS5589,B2C,San Pellegrino,Water,0.89,4,0.0,3.56,Sachsen,2022-09-02,0.89,0
ORD408,CUS7467,B2B,Hohes C Orange,Juices,2.3,87,0.1,180.09,Mecklenburg-Vorpommern,2023-06-24,2.07,0
ORD408,CUS7467,B2B,Chardonnay,Alcoholic Beverages,10.62,36,0.1,344.09,Mecklenburg-Vorpommern,2023-06-24,9.558055555555555,0
ORD408,CUS7467,B2B,Moët & Chandon,Alcoholic Beverages,49.42,21,0.05,985.93,Mecklenburg-Vorpommern,2023-06-24,46.94904761904762,1
ORD408,CUS7467,B2B,Jever,Alcoholic Beverages,1.78,54,0.05,91.31,Mecklenburg-Vorpommern,2023-06-24,1.690925925925926,0
ORD409,CUS7264,B2C,Fanta,Soft Drinks,1.19,13,0.0,15.47,Hamburg,2022-11-24,1.19,0
ORD409,CUS7264,B2C,Rockstar,Soft Drinks,2.27,2,0.0,4.54,Hamburg,2022-11-24,2.27,0
ORD409,CUS7264,B2C,Granini Apple,Juices,1.64,8,0.0,13.12,Hamburg,2022-11-24,1.64,0
ORD409,CUS7264,B2C,Apollinaris,Water,0.96,1,0.0,0.96,Hamburg,2022-11-24,0.96,0
ORD409,CUS7264,B2C,Merlot,Alcoholic Beverages,4.35,1,0.0,4.35,Hamburg,2022-11-24,4.35,0
ORD410,CUS6401,B2C,Mountain Dew,Soft Drinks,0.93,2,0.0,1.86,Hamburg,2021-02-13,0.93,0
ORD411,CUS8271,B2C,Volvic Touch,Water,1.46,1,0.0,1.46,Bremen,2023-08-03,1.46,0
ORD412,CUS5600,B2C,Augustiner,Alcoholic Beverages,1.16,14,0.0,16.24,Sachsen,2023-08-31,1.16,0
ORD412,CUS5600,B2C,Cranberry Juice,Juices,3.67,13,0.0,47.71,Sachsen,2023-08-31,3.67,0
ORD412,CUS5600,B2C,Mountain Dew,Soft Drinks,0.99,10,0.0,9.9,Sachsen,2023-08-31,0.99,0
ORD413,CUS1545,B2C,Hohes C Orange,Juices,1.75,9,0.0,15.75,Saarland,2021-05-31,1.75,0
ORD413,CUS1545,B2C,Volvic,Water,0.55,15,0.0,8.25,Saarland,2021-05-31,0.55,0
ORD413,CUS1545,B2C,Beck's,Alcoholic Beverages,1.33,7,0.0,9.31,Saarland,2021-05-31,1.33,0
ORD413,CUS1545,B2C,Monster,Soft Drinks,3.12,6,0.0,18.72,Saarland,2021-05-31,3.1199999999999997,0
ORD413,CUS1545,B2C,Chardonnay,Alcoholic Beverages,4.74,3,0.0,14.22,Saarland,2021-05-31,4.74,0
ORD414,CUS9501,B2C,Augustiner,Alcoholic Beverages,1.16,4,0.0,4.64,Schleswig-Holstein,2023-10-08,1.16,0
ORD415,CUS4172,B2B,Chardonnay,Alcoholic Beverages,11.06,2,0.05,21.01,Niedersachsen,2023-08-24,10.505,0
ORD415,CUS4172,B2B,Augustiner,Alcoholic Beverages,2.63,64,0.1,151.49,Niedersachsen,2023-08-24,2.36703125,0
ORD415,CUS4172,B2B,Beck's,Alcoholic Beverages,1.88,86,0.05,153.6,Niedersachsen,2023-08-24,1.786046511627907,0
ORD415,CUS4172,B2B,Tanqueray,Alcoholic Beverages,22.35,13,0.05,276.02,Niedersachsen,2023-08-24,21.232307692307693,1
ORD416,CUS4457,B2B,Club Mate,Soft Drinks,1.85,61,0.1,101.57,Bremen,2022-11-20,1.6650819672131147,0
ORD416,CUS4457,B2B,Volvic,Water,0.79,66,0.1,46.93,Bremen,2022-11-20,0.7110606060606061,0
ORD416,CUS4457,B2B,Moët & Chandon,Alcoholic Beverages,31.34,31,0.05,922.96,Bremen,2022-11-20,29.772903225806452,1
ORD416,CUS4457,B2B,Tomato Juice,Juices,3.71,65,0.1,217.04,Bremen,2022-11-20,3.339076923076923,0
ORD417,CUS7241,B2C,Tanqueray,Alcoholic Beverages,34.61,6,0.0,207.66,Baden-Württemberg,2022-11-18,34.61,1
ORD417,CUS7241,B2C,Havana Club,Alcoholic Beverages,12.96,9,0.0,116.64,Baden-Württemberg,2022-11-18,12.96,0
ORD417,CUS7241,B2C,Tomato Juice,Juices,3.33,3,0.0,9.99,Baden-Württemberg,2022-11-18,3.33,0
ORD418,CUS7347,B2B,Rauch Multivitamin,Juices,2.48,74,0.15,155.99,Sachsen,2021-05-14,2.107972972972973,0
ORD418,CUS7347,B2B,Fritz-Kola,Soft Drinks,2.09,43,0.1,80.88,Sachsen,2021-05-14,1.8809302325581394,0
ORD419,CUS6905,B2B,Augustiner,Alcoholic Beverages,2.39,42,0.05,95.36,Saarland,2021-05-21,2.2704761904761903,0
ORD419,CUS6905,B2B,Club Mate,Soft Drinks,2.33,72,0.1,150.98,Saarland,2021-05-21,2.0969444444444445,0
